contigname	ERR011347_ERR011347
k79_85273	6.2303
k79_36573	4.03226
k79_12207	10.8786
k79_85274	6.375
k79_36574	2.62687
k79_12208	2.83459
k79_85275	5.15574
k79_36575	3.92308
k79_73111	5.08541
k79_73112	9.07071
k79_60929	5.48803
k79_22	6.06349
k79_24376	5.90521
k79_23	3.40845
k79_12209	7.45455
k79_36576	3.40625
k79_73113	2.4052
k79_36577	4.83007
k79_24377	7.08831
k79_73114	5.53247
k79_12210	8.49048
k79_73115	5.05856
k79_24378	8.78776
k79_12211	3.29921
k79_24379	7.09302
k79_36578	6.89184
k79_24	11.9042
k79_73116	4.19565
k79_12212	7.07493
k79_85276	7.0536
k79_12213	2.95556
k79_24380	4.04926
k79_85277	15.4025
k79_12214	11.784
k79_85278	3.54369
k79_24381	11.0067
k79_36579	5.60809
k79_12215	7.00389
k79_85279	3.61538
k79_24382	2.17442
k79_36580	3.15054
k79_12216	4.62613
k79_24383	5.40306
k79_12217	3.69072
k79_85280	4.26777
k79_24384	8.9874
k79_85281	6.22449
k79_12218	7.28169
k79_85282	8.33203
k79_60930	10.0218
k79_24385	8.61875
k79_60931	5.04808
k79_73117	12.7546
k79_60932	5.38462
k79_24386	22.8473
k79_73118	17.3442
k79_60933	3.07692
k79_24387	7.16959
k79_12219	9.65409
k79_12220	5.99286
k79_36581	20.2933
k79_73119	5.81179
k79_60934	5.45243
k79_36582	7.93171
k79_73120	2.81111
k79_85283	11.1241
k79_85284	2.15217
k79_36583	6.93939
k79_48757	3.87432
k79_73121	2.73077
k79_48758	3.60252
k79_73122	4.81267
k79_85285	9.0754
k79_48759	9.98684
k79_73123	7.23913
k79_85286	2.38889
k79_36584	5.0497
k79_48760	6.01667
k79_24388	8.27732
k79_36585	10.5604
k79_73124	3.78771
k79_85287	2.60417
k79_48761	2.48421
k79_60935	10.2598
k79_24389	7.57237
k79_85288	5.54128
k79_36586	9.25
k79_24390	7.24194
k79_48762	11.4593
k79_36587	4.30909
k79_24391	3.54362
k79_48763	5.27778
k79_60936	6.34545
k79_48764	5.28333
k79_60937	3.25641
k79_36588	10.5344
k79_85289	10.1398
k79_24392	14.5859
k79_73125	8.37982
k79_85290	9.56757
k79_36589	5.41758
k79_60938	5.10879
k79_24393	9.67284
k79_73126	9.55814
k79_24394	2.10811
k79_73127	7.725
k79_85291	5.28597
k79_25	3.18
k79_24395	8.36544
k79_60939	5.82602
k79_26	4.36634
k79_36590	11.3903
k79_60940	20.9452
k79_27	4.78571
k79_73128	17.5297
k79_28	7.02057
k79_73129	5.98513
k79_73130	2.9489
k79_24396	10.8227
k79_73131	5.57857
k79_36591	10.4951
k79_24397	5.69182
k79_29	7.16409
k79_73132	3.9272
k79_36592	4.65574
k79_24398	2.89
k79_60941	12.4774
k79_85292	3.93761
k79_24399	3.88649
k79_85293	7.51869
k79_85294	4.15301
k79_36593	6.52355
k79_73133	6.29605
k79_24400	8.73224
k79_36594	5.48387
k79_60942	8.1715
k79_36595	2.25446
k79_73134	4.3175
k79_85295	7.6594
k79_30	8.19548
k79_36596	3.57143
k79_60943	4.79605
k79_85296	15.1512
k79_73135	5.98371
k79_36597	5.06475
k79_31	5.30931
k79_12221	9.32886
k79_60944	14.1313
k79_32	2.71366
k79_12222	13.7217
k79_60945	5.07104
k79_48765	7.97109
k79_85297	4.29639
k79_12223	2.64815
k79_24401	10.8263
k79_48766	3.89796
k79_85298	11.904
k79_36598	13.7216
k79_12224	4.9457
k79_24402	4.65333
k79_48767	7.10366
k79_85299	3.66265
k79_12225	3.40426
k79_60946	5.78498
k79_24403	3.68927
k79_85300	4.13
k79_48768	3.20103
k79_60947	3.28704
k79_12226	9.01408
k79_85301	3.01031
k79_33	18.5226
k79_24404	7.2
k79_12227	3.40517
k79_34	4.34831
k79_60948	6.76976
k79_24405	4.24638
k79_35	3.62105
k79_48769	13.1759
k79_36	8.38889
k79_12228	7.28767
k79_24406	4.37674
k79_12229	7.86192
k79_36599	10.0191
k79_48770	7.65963
k79_24407	7.06739
k79_12230	8.21839
k79_36600	8.64039
k79_60949	13.0497
k79_37	8.05397
k79_12231	2.74093
k79_36601	3.36552
k79_24408	7.06128
k79_12232	6.4359
k79_85302	13.9106
k79_36602	11.4764
k79_60950	5.64444
k79_85303	6.06522
k79_36603	2.69912
k79_85304	8.62385
k79_60951	4.87719
k79_36604	3.0
k79_12233	6.03252
k79_60952	6.2069
k79_38	9.11849
k79_85305	11.3718
k79_60953	5.89535
k79_39	7.60938
k79_36605	5.64403
k79_60954	5.08235
k79_40	18.0347
k79_85306	3.94553
k79_60955	4.28261
k79_12234	7.8338
k79_12235	3.58621
k79_60956	3.86017
k79_85307	3.69672
k79_41	3.72634
k79_36606	8.80548
k79_42	2.58654
k79_12236	11.8028
k79_85308	7.44817
k79_36607	3.90588
k79_36608	4.21239
k79_12237	3.16425
k79_43	5.14375
k79_12238	11.4532
k79_44	6.71429
k79_12239	17.7635
k79_36609	6.93368
k79_45	9.95789
k79_73136	8.13671
k79_12240	35.8963
k79_60957	26.9292
k79_46	8.04348
k79_73137	6.9918
k79_60958	5.09375
k79_47	5.11795
k79_12241	6.47922
k79_60959	3.94737
k79_48	3.17021
k79_12242	7.18571
k79_60960	8.87568
k79_49	3.75904
k79_73138	9.53012
k79_12243	4.09
k79_60961	4.22414
k79_50	7.23148
k79_12244	4.97037
k79_36610	8.33578
k79_12245	4.92632
k79_60962	3.94672
k79_85309	14.2147
k79_73139	6.58199
k79_36611	8.40491
k79_51	16.0373
k79_60963	8.11321
k79_36612	10.9597
k79_52	5.18254
k79_73140	7.68258
k79_53	2.76282
k79_60964	3.50623
k79_12246	5.31128
k79_60965	3.71875
k79_54	5.74909
k79_73141	4.53418
k79_60966	8.28302
k79_55	5.15254
k79_73142	7.09091
k79_12247	3.83193
k79_60967	4.54737
k79_73143	4.41985
k79_12248	3.6
k79_24409	3.46729
k79_48771	7.19463
k79_24410	5.09239
k79_56	7.49481
k79_48772	6.01056
k79_48773	3.2449
k79_85310	10.2696
k79_12249	8.70333
k79_57	3.9492
k79_73144	9.37624
k79_48774	3.65854
k79_12250	11.5849
k79_24411	6.5
k79_48775	4.09249
k79_85311	5.4106
k79_24412	3.57868
k79_12251	3.67442
k79_48776	5.21505
k79_24413	5.71429
k79_85312	3.93162
k79_48777	7.80189
k79_24414	10.25
k79_48778	2.84783
k79_24415	9.94737
k79_48779	3.17582
k79_12252	4.84615
k79_24416	12.7971
k79_48780	7.47872
k79_24417	5.39726
k79_58	8.08345
k79_12253	3.98394
k79_59	6.42896
k79_24418	5.125
k79_73145	9.19774
k79_60	3.47977
k79_85313	5.57537
k79_12254	5.91368
k79_73146	12.57
k79_48781	6.95489
k79_61	6.62264
k79_36613	8.1377
k79_73147	10.6058
k79_12255	2.67816
k79_48782	7.2268
k79_36614	2.8
k79_12256	8.22388
k79_48783	6.11029
k79_24419	12.7015
k79_36615	2.28829
k79_62	6.4888
k79_24420	4.32759
k79_12257	21.5812
k79_12258	5.7686
k79_63	3.02244
k79_24421	6.38129
k79_36616	4.23818
k79_24422	4.94118
k79_12259	3.80892
k79_60968	13.3219
k79_60969	4.02174
k79_24423	4.31319
k79_36617	3.31293
k79_12260	4.84545
k79_24424	4.41525
k79_60970	7.36879
k79_85314	7.17891
k79_12261	5.11278
k79_36618	7.55556
k79_36619	2.70588
k79_73148	16.5411
k79_60971	8.20153
k79_85315	7.06043
k79_12262	7.85476
k79_36620	7.81569
k79_73149	3.47601
k79_60972	7.44061
k79_85316	3.61069
k79_24425	4.75502
k79_12263	8.22613
k79_36621	3.91724
k79_60973	10.3503
k79_36622	3.87162
k79_24426	3.21965
k79_85317	4.34967
k79_12264	5.3031
k79_24427	3.245
k79_85318	3.0339
k79_36623	5.72571
k79_60974	4.7422
k79_36624	2.82609
k79_24428	5.51392
k79_60975	7.07667
k79_73150	18.9477
k79_36625	8.98259
k79_73151	5.80189
k79_36626	2.74286
k79_48784	8.52507
k79_73152	4.26111
k79_36627	4.0791
k79_24429	9.42857
k79_48785	5.46479
k79_60976	18.7377
k79_36628	5.63208
k79_60977	4.16346
k79_48786	2.5969
k79_36629	3.58772
k79_24430	7.67021
k79_60978	15.2845
k79_73153	9.6317
k79_36630	2.57143
k79_85319	11.7188
k79_24431	7.1453
k79_60979	3.18919
k79_73154	19.3651
k79_85320	5.78431
k79_36631	4.85196
k79_48787	5.20462
k79_48788	3.4661
k79_36632	4.04027
k79_36633	3.80208
k79_48789	7.92416
k79_24432	6.23325
k79_36634	3.91124
k79_24433	3.92857
k79_48790	4.29762
k79_85321	10.084
k79_36635	3.55056
k79_24434	4.63265
k79_60980	12.6233
k79_36636	3.24064
k79_85322	5.30796
k79_24435	4.93529
k79_60981	4.4
k79_85323	5.41837
k79_36637	3.26027
k79_60982	3.84404
k79_73155	7.39277
k79_48791	5.77523
k79_36638	7.48544
k79_85324	4.87649
k79_36639	4.28788
k79_60983	4.11263
k79_73156	9.89726
k79_85325	3.61789
k79_36640	5.53608
k79_60984	2.93458
k79_85326	5.83019
k79_36641	4.52105
k79_24436	5.48798
k79_73157	5.5452
k79_64	3.28659
k79_12265	11.5419
k79_73158	2.30435
k79_65	5.47059
k79_36642	25.6537
k79_24437	6.48658
k79_85327	4.65478
k79_36643	2.50549
k79_73159	4.14043
k79_12266	7.56072
k79_73160	5.8125
k79_24438	6.88141
k79_36644	4.83886
k79_12267	5.76884
k79_73161	3.57627
k79_24439	3.04505
k79_36645	3.64662
k79_66	7.12286
k79_48792	7.5958
k79_12268	3.47849
k79_36646	4.11765
k79_48793	7.19375
k79_24440	10.1198
k79_73162	30.5096
k79_12269	5.68009
k79_24441	3.81944
k79_36647	7.35452
k79_48794	6.76883
k79_73163	3.38078
k79_85328	8.32887
k79_36648	5.11278
k79_48795	3.128
k79_67	6.47556
k79_73164	6.8254
k79_68	2.14706
k79_48796	4.56796
k79_12270	4.98392
k79_73165	6.69307
k79_36649	5.60997
k79_69	2.78992
k79_85329	9.02727
k79_24442	9.20513
k79_73166	13.7358
k79_12271	10.4294
k79_70	5.16667
k79_36650	4.83133
k79_24443	3.76271
k79_73167	9.57576
k79_48797	4.45714
k79_85330	14.1616
k79_24444	3.3561
k79_73168	3.20339
k79_85331	3.16279
k79_71	59.4921
k79_24445	4.49711
k79_72	7.24779
k79_85332	4.44604
k79_36651	7.39701
k79_73169	12.5616
k79_36652	5.75714
k79_36653	6.52128
k79_73170	9.91954
k79_24446	4.82558
k79_85333	5.76699
k79_36654	6.28205
k79_48798	30.5053
k79_73	8.59814
k79_85334	5.39847
k79_24447	5.23516
k79_36655	5.36269
k79_85335	6.07742
k79_85336	2.76978
k79_36656	9.50784
k79_48799	7.46657
k79_85337	6.87712
k79_12272	8.64527
k79_48800	4.85876
k79_85338	5.6375
k79_36657	7.44402
k79_85339	10.2615
k79_36658	9.84436
k79_74	9.93064
k79_85340	4.68293
k79_36659	7.83824
k79_24448	15.4121
k79_75	3.65504
k79_24449	2.81443
k79_12273	18.2256
k79_76	14.7989
k79_36660	8.7299
k79_85341	14.8625
k79_12274	7.18251
k79_85342	2.83041
k79_77	9.18133
k79_36661	10.7042
k79_12275	7.9902
k79_12276	6.39815
k79_85343	6.28134
k79_36662	8.99209
k79_78	9.00549
k79_73171	6.43902
k79_85344	8.46667
k79_12277	7.56184
k79_73172	2.17557
k79_85345	3.36313
k79_24450	10.2674
k79_60985	5.75783
k79_24451	6.13393
k79_12278	9.84362
k79_85346	5.22667
k79_73173	6.02318
k79_36663	5.16692
k79_24452	3.71845
k79_60986	6.98881
k79_36664	3.6055
k79_85347	5.0249
k79_24453	4.65354
k79_12279	3.68302
k79_24454	3.71676
k79_85348	5.37561
k79_73174	11.9812
k79_36665	3.91746
k79_85349	2.1828
k79_36666	4.12308
k79_85350	2.35338
k79_73175	5.07643
k79_12280	4.83023
k79_24455	14.2748
k79_36667	7.97934
k79_12281	3.12
k79_85351	4.87537
k79_36668	8.25806
k79_85352	4.20149
k79_36669	6.13462
k79_73176	11.6635
k79_24456	6.85437
k79_60987	7.03868
k79_85353	5.62304
k79_36670	2.98214
k79_73177	2.20833
k79_12282	5.73802
k79_85354	7.59322
k79_60988	5.87006
k79_73178	3.54867
k79_36671	3.79812
k79_60989	2.76042
k79_24457	6.88121
k79_85355	4.4689
k79_12283	10.6821
k79_73179	3.24194
k79_24458	4.32353
k79_73180	17.8382
k79_36672	4.4
k79_60990	6.77391
k79_12284	3.09773
k79_36673	5.21905
k79_36674	3.34946
k79_36675	3.20652
k79_85356	17.1007
k79_48801	7.20159
k79_36676	7.7
k79_48802	7.86154
k79_85357	5.95699
k79_60991	8.43387
k79_60992	6.18889
k79_48803	4.92284
k79_36677	6.06202
k79_48804	5.88
k79_73181	9.60011
k79_60993	7.84929
k79_48805	3.88
k79_73182	6.27273
k79_36678	12.5807
k79_48806	4.67347
k79_60994	6.02874
k79_85358	7.13907
k79_36679	3.86
k79_73183	5.95536
k79_79	6.49451
k79_85359	5.4856
k79_24459	3.86364
k79_85360	8.36752
k79_80	8.03264
k79_36680	5.66366
k79_24460	3.89049
k79_81	3.27619
k79_85361	11.2901
k79_24461	21.344
k79_48807	6.26844
k79_73184	6.97392
k79_60995	2.40833
k79_24462	6.44805
k79_48808	4.88636
k79_24463	4.64593
k79_60996	5.67628
k79_82	6.62567
k79_60997	4.17347
k79_24464	5.9797
k79_60998	3.42453
k79_83	5.58298
k79_73185	6.18849
k79_60999	4.3268
k79_48809	7.6526
k79_36681	3.5098
k79_24465	2.20973
k79_73186	5.85321
k79_85362	28.9019
k79_48810	5.86979
k79_24466	2.20093
k79_85363	3.3814
k79_84	7.11742
k79_85364	3.29524
k79_85	5.08824
k79_85365	10.1915
k79_86	6.14463
k79_85366	6.33577
k79_24467	7.34816
k79_87	4.38583
k79_61000	8.75714
k79_85367	10.3826
k79_85368	4.6413
k79_88	4.35644
k79_73187	10.5372
k79_24468	5.14905
k79_73188	6.99265
k79_24469	2.72269
k79_36682	6.71429
k79_89	6.86304
k79_36683	5.09375
k79_90	4.5
k79_85369	7.32382
k79_73189	7.09052
k79_36684	6.48649
k79_85370	4.41071
k79_91	3.99298
k79_73190	16.7407
k79_24470	8.27986
k79_36685	4.78261
k79_85371	3.82692
k79_73191	2.04167
k79_48811	8.18233
k79_36686	6.30952
k79_92	7.52206
k79_73192	4.65414
k79_85372	16.4373
k79_48812	5.62286
k79_12285	5.25117
k79_36687	3.36937
k79_73193	11.549
k79_12286	9.23711
k79_85373	6.92178
k79_24471	6.54451
k79_73194	7.71321
k79_93	5.47297
k79_24472	4.59701
k79_94	3.69925
k79_12287	8.78691
k79_24473	6.99422
k79_12288	6.77647
k79_12289	1.58182
k79_73195	13.0539
k79_36688	9.69058
k79_24474	4.83721
k79_73196	3.74869
k79_73197	6.52104
k79_12290	4.16598
k79_95	6.43997
k79_36689	6.22114
k79_61001	4.86364
k79_12291	3.34409
k79_85374	10.9445
k79_73198	7.29412
k79_61002	4.0
k79_36690	5.49091
k79_73199	2.53846
k79_85375	3.53191
k79_24475	16.3783
k79_73200	3.76842
k79_12292	9.3385
k79_85376	4.66187
k79_24476	4.73913
k79_36691	10.3579
k79_12293	6.16364
k79_61003	9.25
k79_24477	3.4
k79_36692	4.80546
k79_12294	8.94805
k79_36693	7.11382
k79_96	13.1701
k79_61004	11.2537
k79_12295	3.81739
k79_85377	8.86475
k79_36694	6.06618
k79_97	8.37569
k79_61005	4.75
k79_85378	8.02817
k79_36695	8.0505
k79_73201	8.10193
k79_98	3.30233
k79_61006	10.8519
k79_36696	2.54305
k79_85379	6.91111
k79_99	6.05983
k79_73202	3.92208
k79_61007	5.86747
k79_85380	3.37245
k79_61008	5.79208
k79_12296	5.36869
k79_36697	5.70952
k79_100	4.89946
k79_85381	6.09886
k79_36698	6.8806
k79_12297	4.50294
k79_73203	11.5846
k79_36699	3.03614
k79_85382	10.5735
k79_12298	6.44292
k79_61009	11.4496
k79_101	11.636
k79_61010	5.25258
k79_61011	8.18557
k79_85383	5.97218
k79_12299	34.5574
k79_85384	7.70796
k79_73204	8.97188
k79_36700	7.03158
k79_85385	3.00769
k79_61012	5.35117
k79_73205	4.79681
k79_12300	7.13379
k79_73206	4.19
k79_12301	5.20792
k79_61013	5.3
k79_36701	5.45934
k79_36702	4.77372
k79_36703	11.2391
k79_61014	3.57955
k79_85386	7.57906
k79_73207	9.44142
k79_85387	4.6063
k79_61015	22.3494
k79_12302	6.11836
k79_36704	5.59774
k79_73208	7.88739
k79_61016	7.1791
k79_12303	4.31606
k79_36705	4.3876
k79_61017	7.18728
k79_73209	7.62857
k79_12304	5.32199
k79_102	9.70408
k79_36706	3.78333
k79_73210	3.59226
k79_103	5.02279
k79_12305	5.71523
k79_73211	2.42991
k79_104	3.85156
k79_105	3.52747
k79_36707	9.79142
k79_85388	17.0984
k79_12306	4.04545
k79_73212	6.20423
k79_12307	4.01316
k79_85389	3.73932
k79_85390	5.76271
k79_36708	10.5419
k79_12308	6.7918
k79_85391	5.7929
k79_61018	14.3113
k79_12309	3.90476
k79_85392	6.72273
k79_61019	6.61053
k79_12310	3.0
k79_61020	11.0647
k79_106	13.8492
k79_48813	6.02581
k79_24478	7.56769
k79_61021	7.175
k79_48814	5.42636
k79_85393	6.08009
k79_24479	2.03125
k79_36709	15.149
k79_107	4.23929
k79_48815	8.65179
k79_61022	34.7364
k79_24480	5.90873
k79_48816	4.79012
k79_61023	7.59682
k79_24481	5.31329
k79_48817	7.00847
k79_36710	9.45131
k79_61024	12.8258
k79_85394	6.82872
k79_24482	13.9944
k79_73213	7.26225
k79_85395	5.17647
k79_73214	5.36082
k79_36711	9.29493
k79_85396	4.0804
k79_24483	5.03216
k79_73215	6.97163
k79_36712	2.72683
k79_73216	5.26613
k79_36713	6.70992
k79_85397	8.11059
k79_24484	7.92043
k79_85398	4.45
k79_73217	6.81743
k79_108	7.21303
k79_24485	2.20979
k79_85399	2.81982
k79_85400	5.79091
k79_109	4.96045
k79_73218	6.80439
k79_85401	6.07914
k79_110	6.02459
k79_85402	4.34066
k79_24486	14.508
k79_36714	8.34751
k79_111	3.33577
k79_48818	6.80891
k79_36715	2.86957
k79_73219	6.58945
k79_85403	8.82584
k79_48819	10.0183
k79_112	8.18022
k79_24487	10.0309
k79_48820	12.6905
k79_73220	3.7785
k79_113	6.42458
k79_24488	3.44318
k79_36716	7.60078
k79_73221	3.94931
k79_12311	8.9899
k79_114	4.59596
k79_85404	16.2123
k79_12312	7.13529
k79_73222	2.72081
k79_115	4.84874
k79_85405	6.2723
k79_36717	12.3525
k79_24489	7.3302
k79_36718	4.27895
k79_85406	7.37378
k79_73223	7.39944
k79_85407	2.5
k79_116	10.3937
k79_36719	6.94585
k79_12313	11.0801
k79_12314	4.24561
k79_117	4.54133
k79_118	3.93636
k79_12315	4.44279
k79_119	7.09009
k79_12316	7.10795
k79_36720	21.764
k79_120	3.04225
k79_36721	5.21212
k79_121	6.45783
k79_12317	58.7011
k79_61025	3.62712
k79_73224	6.68652
k79_122	1.83704
k79_12318	14.9851
k79_36722	5.73389
k79_123	5.58222
k79_12319	4.45238
k79_61026	5.1847
k79_36723	8.99346
k79_124	3.79333
k79_12320	5.07353
k79_12321	3.72881
k79_125	4.92581
k79_12322	3.11224
k79_36724	52.7323
k79_126	4.13761
k79_12323	6.69397
k79_127	2.67586
k79_73225	4.97773
k79_61027	10.3658
k79_36725	5.4093
k79_61028	4.31282
k79_128	3.36875
k79_61029	2.23622
k79_36726	3.72821
k79_73226	4.12451
k79_129	6.39013
k79_61030	5.84483
k79_36727	5.27161
k79_73227	6.5
k79_130	6.70979
k79_36728	3.79835
k79_131	5.40741
k79_85408	15.6615
k79_73228	3.98567
k79_61031	22.9378
k79_85409	5.92135
k79_36729	4.33429
k79_85410	3.96774
k79_24490	13.4218
k79_36730	20.8014
k79_61032	4.04601
k79_85411	6.03472
k79_36731	7.112
k79_24491	3.57879
k79_85412	6.52381
k79_61033	20.2522
k79_36732	8.36744
k79_24492	10.6591
k79_36733	2.7766
k79_24493	3.0625
k79_36734	7.22794
k79_24494	4.21739
k79_132	8.78674
k79_24495	4.24176
k79_61034	7.74416
k79_36735	5.15354
k79_61035	2.13675
k79_24496	3.07605
k79_85413	19.7498
k79_61036	5.16239
k79_24497	5.07429
k79_85414	8.88889
k79_36736	3.40678
k79_133	8.11528
k79_61037	4.81183
k79_85415	3.98089
k79_24498	7.20463
k79_85416	7.84444
k79_36737	5.27092
k79_61038	8.25949
k79_134	5.19291
k79_85417	2.304
k79_135	3.9011
k79_61039	16.1903
k79_24499	8.08289
k79_85418	6.83594
k79_136	4.71901
k79_36738	6.53627
k79_24500	3.10185
k79_36739	5.65517
k79_61040	4.58466
k79_137	5.12302
k79_85419	5.38286
k79_36740	8.7265
k79_61041	9.14074
k79_24501	7.70833
k79_36741	3.56637
k79_24502	8.93436
k79_85420	3.96673
k79_138	6.41292
k79_85421	5.62222
k79_24503	2.55251
k79_85422	4.53153
k79_139	2.89474
k79_24504	5.78472
k79_36742	7.35789
k79_24505	4.22378
k79_140	12.625
k79_36743	7.08911
k79_24506	3.14894
k79_36744	4.12931
k79_85423	8.14839
k79_24507	5.7987
k79_36745	2.79787
k79_24508	9.90625
k79_36746	3.28
k79_36747	8.95392
k79_36748	6.31373
k79_12324	6.24409
k79_12325	5.16667
k79_85424	12.2648
k79_36749	6.04452
k79_36750	11.748
k79_85425	4.82493
k79_24509	6.67401
k79_141	8.67931
k79_12326	6.46682
k79_36751	4.75769
k79_24510	3.96498
k79_12327	19.2065
k79_142	7.16788
k79_85426	9.26429
k79_24511	7.13525
k79_143	14.7797
k79_85427	4.57426
k79_12328	6.20755
k79_24512	4.55072
k79_85428	6.10145
k79_24513	5.90798
k79_48821	7.21811
k79_12329	3.73201
k79_24514	4.41546
k79_48822	4.19841
k79_12330	3.53448
k79_24515	4.512
k79_36752	14.0692
k79_48823	7.84932
k79_36753	3.51007
k79_24516	13.3298
k79_48824	10.7718
k79_36754	4.46058
k79_85429	6.17576
k79_12331	10.2803
k79_36755	9.8927
k79_24517	8.76566
k79_36756	5.89474
k79_24518	5.6
k79_36757	18.1167
k79_85430	23.8161
k79_12332	10.2216
k79_85431	5.78022
k79_12333	7.54545
k79_144	8.03935
k79_48825	13.1888
k79_85432	6.93793
k79_24519	6.89097
k79_12334	5.0354
k79_145	8.61069
k79_24520	4.10345
k79_12335	4.26829
k79_146	2.11486
k79_36758	12.4261
k79_85433	5.59747
k79_12336	5.46429
k79_24521	10.8983
k79_48826	12.1971
k79_24522	5.64167
k79_147	4.47564
k79_85434	15.84
k79_12337	8.19107
k79_48827	7.09343
k79_148	8.06838
k79_36759	4.54486
k79_85435	6.64615
k79_12338	4.65868
k79_24523	7.802
k79_85436	18.0328
k79_149	3.13542
k79_36760	2.34078
k79_48828	5.98715
k79_12339	5.09479
k79_85437	4.41732
k79_36761	5.7
k79_24524	8.90425
k79_85438	6.73469
k79_48829	4.30994
k79_36762	3.4026
k79_24525	5.55
k79_48830	2.74359
k79_85439	8.78169
k79_12340	4.93883
k79_36763	11.0071
k79_48831	23.266
k79_24526	13.3071
k79_85440	5.95604
k79_12341	10.1806
k79_36764	3.723
k79_48832	5.41176
